FID_1,X,Y,ID,Ni,Zn,Cr,SIGLE_PEDO,region_etm,GS
143,112000,138100,00922H2010,,55.5151515152,,Ada0,2,4
145,112000,138100,00922I2010,14.8,58.7474747475,,Ada0,2,4
177,121900,138400,00923N,,43.898989899,12.9587628866,ADa1,2,4
178,121900,138400,00923N2010,14.8,43.898989899,12.9587628866,ADa1,2,4
160,112700,138200,00923/SG2010,,46.3232323232,15.1237113402,Ada1,2,4
577,110317,158111,02/LA06168,12,50.9736842105,27.0404040404,Adp,2,4
543,119358,144164,02/LA05639,18,47.0263157895,32.0909090909,Ada1,2,4
267,122700,138700,00978M,17.7,67.4343434343,44.8144329897,Adp(c),2,4
268,122700,138700,00978N,16.1,54.9090909091,38.8350515464,Adp(c),2,4
0,110600,137100,0001627469 (2),16,50,26.2831858407,Adp(c),2,4
34,90457,148016,00288-D,16.4,53.0909090909,20.793814433,Ada1,2,4
502,126237,150118,02/LA04623,7,48.3421052632,25.0202020202,Ada1,2,4
12,129400,135600,00102E2010,,41.8787878788,,ADp(c),2,4
260,104945,159831,00978-V,15.9,58.6464646465,44.7113402062,Ahp,2,4
138,111800,137850,00922F,11.4,48.8484848485,27.5979381443,Adp1,2,4
140,111800,137850,00922G,12.5,54,29.1443298969,Adp1,2,4
243,99821,145709,00965-J,23.3,68.0404040404,50.793814433,ADp,2,4
185,111100,140100,00923T,11.7,46.9292929293,18.5257731959,Adp(c),2,4
14,123300,140450,00156A,,43.2929292929,10.587628866,Adp0_1,2,4
15,123300,140450,00156B,,55.3131313131,25.5360824742,Adp0_1,2,4
548,113014,156435,02/LA05647,,69.3947368421,27.0404040404,EDx,2,5
532,113677,158502,02/LA05166,25,41.7631578947,30.0707070707,Lba,2,3
533,113790,158311,02/LA05167,16,54.9210526316,28.0505050505,Lba,2,3
524,114748,156915,02/LA05158,10,45.7105263158,25.0202020202,Ldcz,2,3
525,114373,157172,02/LA05159,,43.0789473684,23,Ldcz,2,3
527,114967,156474,02/LA05161,18,53.6052631579,31.0808080808,Ldcz,2,3
531,113789,158790,02/LA05165,,52.2894736842,26.0303030303,Lcp(c),2,3
523,158483,131281,02/LA05003,,35.1842105263,14.9191919192,Sbaz,2,2
528,115392,156486,02/LA05162,12,45.7105263158,31.0808080808,uLDc2_3,2,3
526,114414,156549,02/LA05160,10,44.3947368421,25.0202020202,uLDc2_3,2,3
549,114034,156738,02/LA05648,14,69.3947368421,21.9898989899,uLDc2_3,2,3
384,107222,156236,01281A2010,11.6,34,22.1340206186,Aca1,2,4
598,107253,159779,02/LA06417,15,56.2368421053,20.9797979798,wLDx2_3,2,3
484,137024,115361,02/LA04377,,50.9736842105,27.0404040404,Aba(b)0,5,9
560,127961,115073,02/LA05833,16,57.5526315789,26.0303030303,Aba1,5,9
487,134634,116627,02/LA04380,,47.0263157895,28.0505050505,Aca1,5,9
485,136521,115915,02/LA04378,18,53.6052631579,30.0707070707,Ada1,5,9
486,136462,114972,02/LA04379,13,54.9210526316,38.1515151515,ADp(c),5,9
412,127643,116098,02/LA01035,19,77.2894736842,12.898989899,ADp,5,9
137,131200,118100,00922E2010,10.5,53.4949494949,29.6597938144,ADp(c),5,9
694,137754,113415,03/LA03161,,,30.0707070707,ADp(c),5,9
248,139500,112400,00965F,33.7,86.2222222222,48.8350515464,GbBt0_1_2,5,12
249,139500,112400,00965G,29.9,81.1717171717,53.4742268041,GbBt0_1_2,5,12
380,136800,112400,01255B,,119.757575758,28.6288659794,GDBf0_1_2,5,13
381,136800,112400,01255C,,123.797979798,35.7422680412,GDBf0_1_2,5,13
382,136800,112400,01255D,,111.676767677,35.2268041237,GDBf0_1_2,5,13
609,143465,100020,02/LA07399,22,44.3947368421,34.1111111111,(x)Aba,8,9
613,143841,99938,02/LA08146,42,108.868421053,45.2222222222,Aca1,8,9
611,144522,101676,02/LA07401,31,52.2894736842,42.1919191919,GbBk2,8,19
612,144942,100950,02/LA07402,21,41.7631578947,41.1818181818,GDBp2,8,14
610,143286,100418,02/LA07400,25,82.5526315789,42.1919191919,uAba2,8,9
723,91624,159017,03/LA04611,11,,25.0202020202,(s)-Ldp2,1,3
1212,89202,139018,11052H,16.7,48.5454545454,24.6082474227,(x)Ada,1,4
1170,73461,135728,11036N,,48.8484848485,26.4639175258,(x)Lhc,1,3
1171,73461,135728,11036O,8.54,45.0101010101,28.0103092784,(x)Lhc,1,3
1211,88974,139383,11052G,15.4,58.2424242424,23.0618556701,(x)Ada,1,4
1172,84038,155208,11036P,10.6,45.0101010101,22.2371134021,(x)Ldc1,1,3
1173,84038,155208,11036Q,11.9,45.0101010101,23.9896907216,(x)Ldc1,1,3
1174,84038,155208,11036R,11.4,45.0101010101,21.412371134,(x)Ldc1,1,3
1175,84038,155208,11036S,20.1,51.7777777778,31.9278350515,(x)Ldc1,1,3
731,89894,155312,03/LA04620,15,,31.0808080808,(x)Ldc,1,3
1003,84045,147427,10401A2011,,37.6363636364,16.3608247423,(x)Ldc,1,3
1043,83932,146842,10537A2011,9.13,39.6565656566,22.5463917526,(x)Ldc,1,3
1315,88470,156631,11258A,9.03,66.5252525252,21.7216494845,(x)Ldc,1,3
1316,88470,156631,11258B,10,65.9191919192,26.5670103093,(x)Ldc,1,3
744,78494.385,142972.9,03/LA07460,26,,25.0202020202,A/o,1,4
743,82368,142379,03/LA07459,16,,17.9494949495,Aba1,1,4
854,81476,141749,10076A2011,,37.8383838384,17.9072164948,Aba1,1,4
1389,84935,157868,11469/D,10.1,55.4141414141,18.9381443299,Aca,1,4
728,90175,160772,03/LA04616,21,,33.101010101,Aca1,1,4
1049,74696,151384,10576A2011,12.6,39.6565656566,21.412371134,Ada0,1,4
1050,74696,151384,10576B2011,11.8,40.0606060606,20.2783505155,Ada0,1,4
850,75370,151123,100452011,12.1,46.9292929293,16.3608247423,Ada0,1,4
747,72156,150550,03/LA07622,,,21.9898989899,Adb,1,4
1246,72743,154155,11128/A,13.5,65.8181818182,23.7835051546,Ada0,1,4
1387,84988,150906,11469/A,20.7,103.595959596,42.5463917526,Ada1,1,4
1247,72592,154291,11128/B,12.7,71.2727272727,19.8659793814,Adp(c),1,4
1154,77931,153881,11025,31.9,113.696969697,54.6082474227,Eep,1,1
1163,92609,157725,11036G,22.7,92.5858585859,39.5567010309,Edpy,1,1
1168,87068,154522,11036L,10.9,45.1111111111,24.0927835052,Edx,1,1
1169,87068,154522,11036M,,45.3131313131,28.4226804124,Edx,1,1
726,91426,160281,03/LA04614,17,,30.0707070707,Lba,1,3
1004,85614,159334,10401C2011,8.16,34.303030303,13.1649484536,Lba,1,3
724,91054,159655,03/LA04612,14,,28.0505050505,Lba,1,3
722,91644,159777,03/LA04610,14,,21.9898989899,Lca,1,3
734,86740,159954,03/LA04958,,,14.9191919192,Lca,1,3
714,84524,155650,03/LA04254,15,,28.0505050505,Ldc0,1,3
979,81151,156824,10335B2011,7.91,39.3535353535,15.4329896907,Ldc0,1,3
1164,91804,157714,11036H,9.37,45.0101010101,17.9072164948,Ldc0,1,3
1337,89870,160130,1132/009/S/ML/03/1,15,,23,Lcp,1,3
721,91106,160204,03/LA04609,16,,25.0202020202,Lcp,1,3
890,79725,154618,1021/005/S/ML/04/1,5.75510204082,45.8181818182,20.2654867257,Lda0,1,3
736,82302,154551,03/LA04960,16,,30.0707070707,Ldc0,1,3
1166,79969,153776,11036J,,45.0101010101,18.6288659794,Ldc0,1,3
1167,80022,153959,11036K,11.7,45.0101010101,18.9381443299,Ldc0,1,3
737,80480,154914,03/LA04961,10,,19.9696969697,Lda0,1,3
972,85011,154421,1031/021/S/ML/03/1,18,,16.9393939394,Ldc1,1,3
709,83531,155313,03/LA04249,14,,25.0202020202,Ldc1,1,3
748,90110,160106,03/LA07745,12,,17.9494949495,Lcc,1,3
735,87684,157056,03/LA04959,15,,17.9494949495,Ldcy,1,3
713,84294,155026,03/LA04253,15,,27.0404040404,Ldc1,1,3
974,84361,154830,1031/1020/S/ML/03/1,17,,15.9292929293,Ldc1,1,3
1250,82542,153685,11128/E,9.66,56.2222222222,15.3298969072,Ldc1,1,3
727,90661,157022,03/LA04615,14,,32.0909090909,Ldc1,1,3
742,90666,157660,03/LA07254,13,,18.9595959596,Ldc1,1,3
725,91591,159129,03/LA04613,,,25.0202020202,Ldc,1,3
1040,84774,155815,10537/B,9.16,31.9797979798,25.9484536082,Ldc1,1,3
729,89978,160972,03/LA04617,17,,34.1111111111,Ldp,1,3
1030,81406,155891,10503A2011,16.8,45.5151515152,29.7628865979,Ldb,1,3
1031,81406,155716,10503B2011,12.5,40.6666666667,26.1546391753,Ldb,1,3
1249,81795,154341,11128/D,11.2,56.9292929293,15.6391752577,Ldb,1,3
1156,85755,153653,11036A,11.7,57.0303030303,17.0824742268,Ldc1,1,3
1158,85755,153653,11036B,,50.4646464647,15.6391752577,Ldc1,1,3
1159,85755,153653,11036C,13.1,47.5353535353,17.1855670103,Ldc1,1,3
1176,85445,153133,11036Z,,53.595959596,21.618556701,Ldc1,1,3
816,93200,154400,0979I2010,16.4,55.6161616162,41.5154639175,Lca0,1,3
817,93200,154400,0979J2010,17.3,58.6464646465,45.0206185567,Lca0,1,3
1165,92583,157940,11036I,12.9,45.5151515152,26.8762886598,Ldp,1,3
1157,85655,153913,11036AA,15.5,53.797979798,19.9690721649,Ldc1,1,3
720,93720,155268,03/LA04607,,,21.9898989899,Ldc0,1,3
832,82143,156425,100182011,,112.686868687,51.9278350515,Ldp0,1,3
1041,84701,156187,10537/C,,33.4949494949,19.5567010309,Ldp0,1,3
1042,84701,156187,10537/D,,44,20.0721649485,Ldp0,1,3
1109,85188,156081,10803U,9.9,46.9292929293,27.9072164948,Ldc1z,1,3
1110,85188,156081,10803V,,34.7070707071,24.9175257732,Ldc1z,1,3
973,85072,153785,1031/022/S/ML/03/1,20,,17.9494949495,Ldc1,1,3
730,88388,154484,03/LA04619,14,,31.0808080808,Ldc1,1,3
1248,72645,154044,11128/C,17.7,61.3737373737,24.6082474227,OT,1,1
1251,78310,155852,11128/F,,94.6060606061,24.9175257732,Pba,1,3
991,86004,160712,10362B2011,,55.2121212121,19.3505154639,Pba,1,3
1308,85175,160394,11222,6.3,46.6262626263,11.7216494845,Pca,1,3
1284,85912,160974,11175/J,9.95,78.1414141414,13.6804123711,Pca,1,3
1032,80693,156151,10503C2011,6.95,35.0101010101,15.6391752577,Pca,1,3
1033,80693,156151,10503D2011,7.89,32.1818181818,21.824742268,Pca,1,3
978,81104,156951,10335A2011,7.56,49.1515151515,15.1237113402,Pba,1,3
1252,78382,155731,11128/G,8.22,68.1414141414,18.3195876289,Sba,1,1
1046,85600,161300,10554A2011,6.14,30.8686868687,13.3711340206,Sba,1,1
712,78778,154796,03/LA04252,,,23,Sdp,1,1
971,85936,154626,1031/015/S/ML/04/1,14.1224489796,52.0808080808,23.3628318584,uLhc2,1,3
710,79367,154139,03/LA04250,,,17.9494949495,uLdc2,1,3
711,79446,153712,03/LA04251,7,,16.9393939394,Zdc,1,1
1388,84994,158354,11469/C,,50.9696969697,19.0412371134,Lba,1,3
995,147117,124088,1039/24688,32.3614457831,58,,Aca1,3,4
1020,117069,135102,1045/18866,22.7228915663,62.8157894737,36.5670103093,Lca0,3,7
906,121600,136600,10249A2011,11.5,40.0606060606,26.6701030928,Lda,3,7
740,120351,121187,03/LA04966,25,,29.0606060606,AbB,4,4
738,116433,124303,03/LA04964,19,,21.9898989899,Aba1,4,4
1332,117650,116400,11303/E,,46.8282828283,18.7319587629,Aba1,4,4
837,122629,121341,1002,,63.1842105263,,Abp,4,4
1218,115650,115050,11053F,,45.0101010101,24.8144329897,Aca1,4,4
1244,118100,117100,11122/A,15.7,70.4646464647,23.6804123711,Abp(c),4,4
785,118700,118900,070730-04655,14.8,,23.7168141593,Abp(c),4,4
1060,115489,116411,1062/003/S/ML/03/1,20,,21.9898989899,Ada1,4,4
829,123536,120878,1001,,,,Gbbna4,4,8
825,123485,121153,1000,,,,nAba2_3,4,4
1206,102430,156117,11052B,24.6,61.8787878788,66.1546391753,(x)Aca,2,4
1396,155200,136600,11482D,,60.6666666667,24.9175257732,Aba(b)0,2,4
993,159850,129300,10373A2011,31.9,289.454545455,39.0412371134,Aba1,2,4
1072,162298,130916,1066/24702,14.2891566265,65,,Aba(b)1,2,4
1269,153400,132200,11165/G,16.1,65.6161616162,29.2474226804,Aba1,2,4
1161,100889,145499,11036E,13.4,45.1111111111,18.2164948454,Aba(b)0,2,4
1394,154300,136600,11482B,,57.0303030303,20.8969072165,Aba(b)1,2,4
1395,154300,136600,11482C,11.6,55.8181818182,23.3711340206,Aba(b)1,2,4
857,102468,143877,1008,,,,Aba0,2,4
745,108786,152924,03/LA07619,16,,17.9494949495,Aba1,2,4
746,108786,152924,03/LA07620,,,29.0606060606,Aba1,2,4
981,111200,158300,10335D2011,14,40.4646464647,24.2989690722,Aba1,2,4
715,117158,143808,03/LA04255,23,,34.1111111111,Aba1,2,4
1034,99055,156215,10503E2011,15.3,40.0606060606,29.7628865979,Aba0,2,4
1048,166370.5,130258,1057/24693,,66,,AbB,2,4
1002,113550,158891,10400/C2011,8.76,38.8484848485,18.2164948454,Aba1,2,4
1057,166235,130342,1060/24696,43.2048192771,69,,Aba1,2,4
1205,101911,155926,11052A,19,48.9494949495,51.618556701,Aba1,2,4
716,117368,143553,03/LA04256,19,,29.0606060606,Aba1,2,4
1270,160800,131800,11165/H,24.4,71.6767676768,34.1958762887,Aba1,2,4
1271,160800,131800,11165/I,,74.7070707071,28.0103092784,Aba1,2,4
1272,160800,131800,11165/J,19,78.5454545454,26.0515463918,Aba1,2,4
1273,160800,131800,11165/K,,70.9696969697,24.6082474227,Aba1,2,4
859,109400,139800,10084E2011,10.2,40.8686868687,13.7835051546,Aba1,2,4
860,109800,139200,10084F2011,11.4,40.8686868687,12.7525773196,Aba1,2,4
1344,109900,139400,11332/A,14.3,56.8282828283,28.4226804124,Aba1,2,4
1345,110200,139850,11332/B,14.4,63.1919191919,29.6597938144,Aba1,2,4
1077,160906,130977,1068/24704,29.9518072289,70,,Aba1,2,4
733,100609,143920,03/LA04956,,,20.9797979798,Aba1,2,4
843,109671,156119,1003,,,,Aba1,2,4
732,99787,144420,03/LA04955,18,,21.9898989899,AbB,2,4
1067,163526,130643,1065/24701,37.1807228916,69,,AbB,2,4
852,95218,145204,1006,,,,Abp,2,4
1392,154200,136500,11482/B,,57.0303030303,20.8969072165,Abp1,2,4
1393,154200,136500,11482/C,,20.6666666667,8.21649484536,Abp1,2,4
1084,166585,130227,1070/12,25.7596153846,64,,Abp(c),2,4
739,101910,161458,03/LA04965,,,19.9696969697,Abp(c),2,4
1160,97490,146095,11036D,14.1,57.3333333333,18.6288659794,Aca0,2,4
1346,109300,137100,11332/C,12.8,169.252525253,17.2886597938,Aca1,2,4
1209,104954,159150,11052E,15.2,45.0101010101,23.2680412371,Ada1,2,4
1208,104908,159470,11052D,18.1,45.0101010101,27.3917525773,Ada1,2,4
1047,166340,130316,1056/24692,32.3614457831,67,,Abp1,2,4
851,89567,146986,1005,,,,Aca1,2,4
892,129200,135600,102122011,21.4,78.5454545454,51.1030927835,ADa0,2,4
1207,104731,159594,11052C,15.7,46.7272727273,26.3608247423,Aca1,2,4
846,102299,155835,1004,,,,Aca1,2,4
868,95919,148870,10109A2011,,48.5454545454,19.1443298969,Ada1,2,4
869,95919,148870,10109B2011,12.9,36.6262626263,18.5257731959,Ada1,2,4
855,100134,147649,10076B2011,12.7,44.8080808081,16.7731958763,ADp(c),2,4
856,97846,145695,10076C2011,11.3,41.2727272727,19.6597938144,ADp,2,4
1210,104841,159719,11052F,15.9,45.0101010101,25.0206185567,Adp0_1,2,4
1162,101000,146600,11036F,,45.3131313131,19.4536082474,ADp,2,4
1001,114230,158247,10400/B2011,19.5,95.1111111111,22.0309278351,Eep,2,5
980,108300,159200,10335C2011,,64.8080808081,44.4020618557,EDx,2,5
1213,108303,159314,11052I,22.1,57.5353535353,53.4742268041,EDx,2,5
1266,153200,132900,11165/D,,69.1515151515,30.4845360825,Lbp,2,3
1267,153200,132900,11165/E,19.3,74.8080808081,30.4845360825,Lbp,2,3
1268,153200,132900,11165/F,,72.4848484849,29.1443298969,Lbp,2,3
1274,156400,130400,11165/L,18.4,72.0808080808,28.7319587629,sLba2_3,2,3
1275,156400,130400,11165/M,,73.797979798,30.175257732,sLba2_3,2,3
1051,166063,130204,1058/24694,35.9759036145,61,,uAba2_3,2,4
1375,164634,121309,114210,25.9133858268,102.368421053,33.12,Aba(b)1,5,9
752,147663,108131,0317/27468,,72.0263157895,40.6907216495,Aba(b)1,5,9
1145,131810,112958,11-Mar,16.8503937008,49.6578947368,26.0303030303,Aba(b)1,5,9
1365,160576,114706,113903,44.4096385542,54.8876404494,52,Aba1,5,9
1371,160597,114457,114003,38.3855421687,65,58,Abp,5,9
1216,137150,113900,11053D,15.6,38.6464646465,24.4020618557,Aca1,5,9
1347,159301,114952,113403,15.4939759036,53.7640449438,29,ADa1,5,9
1408,159300,114900,115810,15.1102362205,62.6710526316,23.54,ADa1,5,9
1349,160298,115006,1135,,49.2696629213,30,ADa0,5,9
1354,160298,115006,1136,40.7951807229,52.6404494382,45,ADa0,5,9
1362,160150,114737,113803,29.9518072289,60.5056179775,40,ADa0,5,9
1406,160300,115000,115610,15.6377952756,60.0526315789,23.3,ADa0,5,9
1217,137400,113200,11053E,15.3,45.0101010101,25.3298969072,Ada1,5,9
873,164251,116920,101210,14.7165354331,42.5394736842,27.18,Ada0,5,9
717,136850,112461,03/LA04258,25,,40.1717171717,ADp,5,9
1342,159019,115055,113303,17.9036144578,49.2696629213,30,Aha0,5,9
1385,164711,121803,114610,21.7795275591,46.6315789474,41.84,GbBf0_1_2,5,13
1215,150100,94950,11053C,33.3,77.4343434343,41.824742268,Aca0,10,24
1405,150850,99900,115415,,85.8421052632,,GDBp0_1_2,10,21
1339,150000,100700,113215,17.7108433735,67.7631578947,,AIp,8,9
1357,151350,102350,113615,27.734939759,79.5921052632,,GbBp0_1_2,8,14
1810,79500,134000,131009,9.11224489796,,22.6767676768,(x)Ldc0,1,3
1813,79620,134040,131109,9.81632653061,,22.6262626263,(x)Ldc0,1,3
1540,90487,154615,1207/001/S/ML/04/1,14.4285714286,57.5353535353,24.5132743363,(x)Ldc,1,3
1542,90265,154190,1207/003/S/ML/04/1,,43.1919191919,29.7345132743,(x)Ldc,1,3
1545,83696,144686,1209/001/S/ML/04/1,,60.2626262626,20.1769911504,Ldp,1,3
1543,84810,147278,1208/001/S/ML/04/1,,59.5555555556,20,Lca,1,3
1549,86126,155529,1209/005/S/ML/04/1,13.306122449,47.2323232323,20,Ldc1,1,3
1548,86249,156265,1209/004/S/ML/04/1,11.9795918367,51.7777777778,20.1769911504,Ldc1,1,3
1804,79500,133625,130909,,,20.3838383838,Ldp,1,3
1541,90207,154665,1207/002/S/ML/04/1,,43.3939393939,24.1592920354,Ldp(c),1,3
1576,86713,158323,1224/001/S/ML/04/1,,46.1212121212,22.9203539823,Ldc,1,3
1547,83574,144242,1209/003/S/ML/041,,84.8080808081,18.2300884956,Pba,1,3
1460,81007,156866,1180/004/S/ML/04/1,,81.9797979798,16.9911504425,Pba,1,3
1546,84536,144427,1209/002/S/ML/04/1,8.4693877551,59.1515151515,19.7345132743,wPDx2,1,3
1816,84488,144685,131209,,,16.7575757576,wPDx2,1,3
1769,97177,135488,129509,8.9387755102,,15.0101010101,(x)-Pba,3,7
1770,97039,135521,129609,12.6530612245,,21.7676767677,(x)-Pba,3,7
1788,128798,128036,130209,21.3571428571,,27.9090909091,Aba1,3,4
1786,129504,126859,130109,12.9693877551,,25.0808080808,ADa0,3,4
2095,118470,135518,14-Mar,9.68503937008,41.7631578947,16.9393939394,Lca0,3,7
1517,117525,134394,12-Mar,10.9448818898,44.3947368421,18.9595959596,Lcay,3,7
1783,129227,126829,130009,8.71428571429,,17.4545454545,LDa0,3,7
1772,100917,133166,129709,11.5408163265,,19.1111111111,Pba,3,7
1793,126300,127310,130409,7.20408163265,,14.9696969697,Sbx,3,6
1824,126549,118899,131710,19.9448818898,54.5263157895,24.5,Aba1,4,4
2065,126646,118683,138611,,58.5,27.71,Aba1,4,4
2068,126646,118683,138711,,62.2763157895,32.84,Aba1,4,4
1795,103250,116250,130509,17.5102040816,,23,Aba0,4,4
1799,103250,116500,130709,15.1428571429,,22.7171717172,Aba0,4,4
2062,125456,117576,138511,13.58,40.4078947368,19.73,Aba1,4,4
2052,126661,117416,138211,,57.3421052632,30.49,Abp,4,4
2071,123745,119376,138911,26.03,55.7368421053,40.41,Abp,4,4
2056,126524,117756,138311,,58.8552631579,35.59,Aca1,4,4
2059,126365,117695,138411,21.32,49.4473684211,34.27,Aca1,4,4
2069,123725,119160,138811,18.97,44.1184210526,28.89,ADp,4,4
1800,126579,116860,130810,17.7165354331,74.3684210526,21.17,ADp(c),4,4
1419,100984,144837,1162/003/S/ML/04/1,16.8775510204,52.3838383838,23.2743362832,Aba(b)0,2,4
1519,150174,136118,12-Oct,34.4134615385,72,,Aba(b)1,2,4
1418,101057,144576,1162/002/S/ML/04/1,18.9183673469,72.8888888889,24.9557522124,Aba1,2,4
1518,150250,135538,12-Nov,17.1057692308,50,,Abp(c),2,4
1958,144237,138787,1361/25032,,55,,Aca1,2,4
2200,141908,143329,1433/10,17.9036144578,47,,Aca1,2,4
1478,100505,141604,1188/002/S/ML/04/1,15.0408163265,59.9595959596,21.6814159292,Ada0,2,4
2107,131772,138098,140311,9.89,47.5657894737,20.52,ADa0,2,4
2103,131770,137480,140111,11.83,52.4473684211,21.39,ADa1,2,4
2105,131729,137140,140211,13.1,55.7894736842,23.92,ADa1,2,4
2120,132772,136951,140611,,53.1052631579,20.28,ADa1,2,4
2116,132302,137787,140511,14.72,51.3815789474,34.97,ADp,2,4
2196,141887,143029,1431/10,34.7710843373,59,,ruAbB2,2,4
2198,141895,143187,1432/10,19.1084337349,63,,ruAbB2,2,4
1960,144323,138603,1362/25033,,64,,uAdp2,2,4
1948,144537,138500,1359/25030,3.44578313253,46,,wLDx2_3,2,3
2061,160999,112185,138509,,,23.4848484848,(x)Aba,5,9
2064,160880,112277,138609,,,22.303030303,(x)Aba,5,9
2058,161138,112309,138409,,,22.3434343434,Aba(b)1,5,9
2013,163986,119885,137409,15.8979591837,,25.5252525253,Aba0,5,9
2067,160860,112493,138709,14.6224489796,,19.8686868687,Abp(c),5,9
2045,161295,112649,138009,18.3673469388,,21.9191919192,Aba1,5,9
1554,163875,117500,12109,15.5816326531,,23.9090909091,Ada0,5,9
2007,160353,119043,137309,33.3979591837,,30.8484848485,GbBf0_1_2,5,13
1569,164375,118125,12209,42.5102040816,,63.9898989899,GDBf2,5,13
1597,164375,118125,12309,32.3163265306,,34.7878787879,GDBf2,5,13
1618,164375,118125,12409,28.2551020408,,27.4949494949,GDBf2,5,13
1639,164375,118125,12509,39.2857142857,,37.7878787879,GDBf2,5,13
2054,161513,112711,138309,22.387755102,,27.5050505051,kAba2_3,5,9
2035,164261,120319,137909,25.2040816326,,30.4141414141,uAbB2_3,5,9
1937,143952,98767,135611,,76.4473684211,31.14,Aha0,10,24
1939,143952,98767,135711,15.84,53.3552631579,25.39,Aha0,10,24
1461,137184,94889,118002,22,73.2929292929,25.0202020202,Gba0_1,10,23
1457,136767,95518,117802,,84.404040404,34.1111111111,Gbbf2,10,20
1464,137023,94656,118202,,91.4747474748,36.1313131313,Gbbf2,10,20
1467,137947,94866,118302,,91.4747474748,30.0707070707,Gbbf2,10,20
1462,137206,95935,118102,28,87.4343434343,30.0707070707,uGda2,10,23
1891,143536,99262,134311,18.54,58.0394736842,26.11,uAda2,10,24
1895,143536,99262,134411,,65.1842105263,26.41,uAda2,10,24
1705,142883,104215,127203,28.7469879518,42.5280898876,33,(x)LDB,8,9
1716,143284,104487,127703,17.9036144578,53.7640449438,36,Aba(b)1,8,9
1686,142784,103088,126903,19.1084337349,58.2584269663,36,Aba(b)1,8,9
1700,142683,103391,127103,13.0843373494,52.6404494382,33,Aba(b)1,8,9
1694,142742,103216,127003,15.4939759036,57.1348314607,29,Aba1,8,9
1715,142972,104680,127603,14.2891566265,52.6404494382,31,Ada0,8,9
2051,144748,101485,138210,24.5275590551,85.9342105263,30.39,AFp,8,9
1474,145095,101178,118502,31,85.4141414141,30.0707070707,GbBf2,8,13
2055,145223,101021,138310,28.4173228347,95.8421052632,34.66,GbBfp2,8,14
1888,144927,102319,134211,21.73,68.3421052632,39.84,GbBp2,8,14
1470,145036,100918,118402,24,69.2525252525,36.1313131313,GDBp2,8,14
1872,146591,102009,133811,10.63,34.0263157895,33.49,GDBp0_1_2,8,14
2036,146572,102071,137910,,40.75,30.53,GDBp0_1_2,8,14
2049,144549,101393,138110,16.1338582677,64.8947368421,21.05,uAba2,8,9
