FID_1,X,Y,ID,Ni,Zn,Cr,SIGLE_PEDO,region_etm,GS
2971,164600,130400,1639102,,67,28.9380530973,Aba(b)1,2,4
2972,164600,130400,1639103,21,65,28.0530973451,Aba(b)1,2,4
2893,116000,143000,1627463,14,49,23.6283185841,Aba1,2,4
2894,116000,143200,1627465,15,54,26.2831858407,Aba1,2,4
2895,116300,143300,1627467,16,49,26.2831858407,Aba1,2,4
2615,130834,142767,155014,,42.1578947368,,Aba(b)1,2,4
2618,130834,142767,155114,,40.1447368421,,Aba(b)1,2,4
2619,130834,142767,155214,,38.2631578947,,Aba(b)1,2,4
2620,131248,142827,155314,12.16,39.9473684211,,Aba(b)1,2,4
2622,131248,142827,155414,11.7,38.7631578947,,Aba(b)1,2,4
2981,146400,136500,1639131,,48,22.7433628319,Aba(b)1,2,4
2963,160400,130400,1639085,,63,30.7079646018,Aba1,2,4
2881,109100,140600,1627159,,53,24.5132743363,Abp(c),2,4
2883,109000,140600,1627160,14,52,22.7433628319,Abp(c),2,4
2884,109200,140600,1627161,13,52,22.7433628319,Abp(c),2,4
2885,109400,140600,1627162,13,50,20.9734513274,Abp(c),2,4
2783,124200,144300,1606,,48.3421052632,61.3838383838,Aca1,2,4
2610,130579,142798,154914,16.78,43.8026315789,,Aca1,2,4
2886,111400,138200,1627163,12,52,21.8584070796,Aca0,2,4
2849,126200,150200,1624929,,52,19.203539823,Acp(c),2,4
2850,118800,149600,1624931,13,53,20.9734513274,Ada1,2,4
2851,118800,149600,1624932,15,79,20.9734513274,Ada1,2,4
2852,119000,149800,1624933,14,50,21.8584070796,Ada1,2,4
2868,110600,137100,1626984,21,57,32.4778761062,Adp(c),2,4
2460,116682,153659,15-Mar,,57.5526315789,21.9898989899,Lca,2,3
2254,165039,117756,145111,22.38,82.9605263158,31.91,(x)AcB,5,9
2250,164921,117540,145011,24.91,96.1578947368,31.69,A-GFp1,5,9
2369,165400,117400,148116,,75.8289473684,,A-GFp1,5,9
2375,165400,117400,148216,,72.1447368421,,A-GFp1,5,9
2871,143200,110000,1626987,19,53,36.017699115,Aba1,5,9
2872,143200,110000,1626988,19,52,36.017699115,Aba1,5,9
2873,143200,110000,1626989,,51,33.3628318584,Aba1,5,9
2282,160903,112838,1461/11,,53,27.9752066116,Aba1,5,9
2802,165000,122200,161113,32.63,72.9078947368,,Aba1,5,9
2804,165000,122200,161213,,73.2763157895,,Aba1,5,9
2870,131200,118200,1626986,21,58,33.3628318584,Aba1,5,9
2896,146500,129500,1627470,18,54,29.8230088496,Aca1,5,9
2897,146500,129500,1627471,18,53,29.8230088496,Aca1,5,9
2898,146500,129500,1627472,,53,28.0530973451,Aca1,5,9
2847,137200,113600,1624923,15,80,21.8584070796,Aca0,5,9
2848,137200,113600,1624924,14,82,20.9734513274,Aca0,5,9
2877,143800,109700,1627005,25,62,38.6725663717,ADa1,5,9
2878,143800,109700,1627006,25,63,38.6725663717,ADa1,5,9
2879,143800,109700,1627007,25,64,38.6725663717,ADa1,5,9
2651,158426,113107,156611,25.82,58.6315789474,53.59,ADa0,5,9
2653,158426,113107,156711,27.55,55.7105263158,54.64,ADa0,5,9
2874,142800,110100,1626990,,52,32.4778761062,ADa1,5,9
2875,142800,110100,1626991,19,52,33.3628318584,ADa1,5,9
2876,142800,110100,1626992,20,55,35.1327433628,ADa1,5,9
2646,158723,113169,156411,63.92,57.3552631579,141.89,ADp(c),5,9
2649,158723,113169,156511,36.1,59.7236842105,73.67,ADp(c),5,9
2869,131200,118100,1626985,21,56,32.4778761062,ADp(c),5,9
2973,165400,127600,1639104,14,58,19.203539823,Aha0,5,9
2638,157913,112735,156111,14.9,52.9078947368,28.32,AIp,5,9
2279,160871,112760,1460/11,28,56,40.3719008264,uAba2_3,5,9
2880,131600,113300,1627011,20,59,31.592920354,wAda2_3,5,9
2969,150800,95600,1639093,21,71,21.8584070796,Acb,10,24
2964,150600,95400,1639089,27,79,32.4778761062,Gdbfp2,10,21
2966,150600,95400,1639090,29,81,32.4778761062,Gdbfp2,10,21
2967,150600,95400,1639091,28,77,30.7079646018,Gdbfp2,10,21
2968,150600,95400,1639092,33,93,36.017699115,Gdbfp2,10,21
2676,162650,112250,157511,22.8,74.3552631579,31.64,A-GDp1,8,9
2491,143200,104400,150605,20,48.3421052632,28,Aba(b)1,8,9
2497,143200,104400,150705,21.5748031496,49.6578947368,31,Aba(b)1,8,9
2503,143200,104400,150805,,45.7105263158,25,Aba(b)1,8,9
2392,143625,104250,148605,,52.2894736842,27,Aba(b)0,8,9
2397,143625,104250,148705,24.7244094488,52.2894736842,37,Aba(b)0,8,9
2401,143625,104250,148805,,62.8157894737,36,Aba(b)0,8,9
2944,164600,113000,1639039,,58,38.6725663717,A-GDp1,8,9
2946,165100,112800,1639045,,58,36.9026548673,Aba0,8,9
2947,165100,112800,1639046,22,60,37.7876106195,Aba0,8,9
2948,165100,112800,1639047,22,61,36.017699115,Aba0,8,9
2923,146250,102750,163209,,56.1348314607,30.0982142857,Abp(c),8,9
2945,164000,113000,1639041,17,64,27.1681415929,Aca0,8,9
2672,162200,113050,157411,18.54,63.9605263158,24.82,AcB,8,9
2683,163453,111912,157711,,55.1184210526,21.85,Gbap4,8,14
2686,163453,111912,157811,,51.8947368421,28.34,Gbap4,8,14
2929,146125,102960,163509,22.9183673469,61.2134831461,30.2410714286,GbBfp0_1_2,8,14
2512,152300,101200,151008,31.6632653061,88.5842696629,27.7053571429,GbBp0_1_2,8,14
2486,143200,103950,150505,20,48.3421052632,26,pAba2,8,9
2423,144200,103500,149205,,57.5526315789,31,uAha2,8,9
2428,144200,103500,149305,18.4251968504,52.2894736842,27,uAha2,8,9
2910,145500,102750,162809,14.2448979592,44.9550561798,33.25,wAda2,8,9
3743,75240,145367,183A,11.6217004,45.3374794324,25.52490082,Aba0,1,4
3712,75168,141534,182A,9.9465,38.9029588734,23.694,Aba0,1,4
2984,146100,126300,1639135,14,50,20.9734513274,Aba(b)1,3,4
2985,146100,126300,1639136,,53,28.9380530973,Aba(b)1,3,4
3301,128780,128020,170705,23.937007874,56.2368421053,35,Aba1,3,4
3291,129153,126895,170505,13.7007874016,35.1842105263,21,LDa0,3,7
3496,121405,134315,176A,,20.9306794324,,Lca0,3,7
3306,128267,125723,170805,16.8503937008,40.4473684211,23,wLDa2_3,3,7
3674,125243,116363,182102,,39.9595959596,29.0606060606,Aba1,4,4
3273,126500,118751,170105,18.4251968504,49.6578947368,23,Aba1,4,4
3276,126500,118751,170205,,54.9210526316,31,Aba1,4,4
3281,123648,119250,170305,,41.7631578947,30,Abp,4,4
3474,148300,78580,176205,27.0866141732,78.6052631579,27,fGbb2,11,26
3469,148730,78700,176005,,73.3421052632,31,Gbbf2,11,26
3467,148800,79300,175905,20.7874015748,66.7631578947,23,Gca0_1,11,26
3465,148800,79450,175805,26.2992125984,73.3421052632,33,Abp,10,24
3331,139294,82300,171402,,85.4141414141,30.0707070707,fAba2_3,10,24
3462,148200,79500,175705,,72.0263157895,33,uAba2,10,24
3146,150497,130007,167904,24.9387755102,57.5526315789,33.0625,Aba(b)0,2,4
3127,148396,134880,167304,12.693877551,47.0263157895,24.1339285714,Aba(b)1,2,4
3005,146400,136300,1639169,13,53,22.7433628319,Aba(b)0,2,4
3006,145900,136500,1639170,19,61,34.2477876106,Aba(b)1,2,4
3144,148922,130524,167804,18.8163265306,47.0263157895,28.5982142857,Aba1,2,4
3150,148922,130524,168004,,47.0263157895,28.5982142857,Aba1,2,4
3518,158893,134962,178/022/S/ML/02/1,19,45.7105263158,26.0303030303,Aba1,2,4
3007,142700,138900,1639171,21,53,31.592920354,Aba1,2,4
3008,142900,139100,1639172,,53,32.4778761062,Aba1,2,4
3140,150753,130993,167704,22.8979591837,52.2894736842,31.2767857143,AbB,2,4
3517,148823,137155,177A,19.4742004,39.3467205676,34.14090082,AbB,2,4
3020,157400,131400,1639264,19,58,28.0530973451,Abp(c),2,4
3160,150507,130875,168404,16.7755102041,47.0263157895,27.7053571429,Aca1,2,4
3668,94534,140840,181A,14.2392004,44.8197588734,31.7715,Aca0,2,4
3463,129061,144411,175710,,,26.7373737374,Acp0_1,2,4
3452,115908,140281,174A,10.1558998,31.8028,22.0785,Abp1,2,4
3158,149999,130883,168304,16.7755102041,47.0263157895,27.7053571429,Aca0,2,4
3468,110878,139255,175A,10.2606002,44.2280794324,23.58629959,Acp(c),2,4
3613,125400,145600,1806,13,44.3947368421,33.101010101,Adp(c),2,4
3425,131456,136264,173A,,61.7566,29.18670041,Aha0,2,4
3155,150905,131392,168204,,43.0789473684,31.2767857143,LDp,2,3
3162,149565,130496,168504,,40.4473684211,28.5982142857,sLba2_3,2,3
3164,151191,131484,168604,16.7755102041,40.4473684211,31.2767857143,uLba2_3,2,3
3153,149732,130438,168104,12.693877551,32.5526315789,27.7053571429,uLha2_3,2,3
3540,142557,135773,178A,14.1345,46.7427205676,31.66379959,Aba1,2,4
3466,164100,118150,175810,,34.3947368421,14.01,(x)Aba,5,9
3680,164600,122400,182210,,84.6710526316,29.25,Aba(b)1,5,9
3483,165000,117650,176610,25.0551181102,101.776315789,28.48,A-GDp1,5,9
3454,163900,118450,175010,17.8582677165,75.5394736842,23.54,ADa1,5,9
3136,151819,129318,167604,,44.3947368421,25.9196428571,Aca0,5,9
3655,164400,119325,181610,,103.578947368,27.56,ADp(c),5,9
3460,164600,118600,175410,22.1338582677,86.6842105263,27.78,AhB,5,9
3461,163825,118150,175610,,67.3815789474,34.93,GbBf4,5,13
3458,163950,119100,175210,16.5196850394,75.0921052632,31.2,GbBp0_1_2,5,14
3156,160620,119160,168205,16.8503937008,54.9210526316,23,uAba2_3,5,9
3464,163925,118150,175710bis,13.6850393701,61.4342105263,22.04,uADa2_3,5,9
3459,163100,119000,175310,19.8267716535,72.6973684211,29.04,uADa2_3,5,9
3430,156973,116660,174103,16.6987951807,65,29,xAbp2,5,9
3433,156973,116660,174203,15.4939759036,61.6292134831,28,xAbp2,5,9
3436,156973,116660,174303,19.1084337349,58.2584269663,42,xAbp2,5,9
3666,165400,119040,181910,16.125984252,55.6710526316,18.02,ADp(c),5,44
3659,164900,119575,181710,20.9842519685,88.6184210526,22.81,ADp,5,44
3147,145641,102906,167911,1,2,2,(x)Aca,8,9
3152,145641,102906,168011,,2,2,(x)Aca,8,9
3293,163088,111480,170513,31.8,75.5263157895,,Aba1,8,9
3282,141200,104550,170306,,53.1578947368,24.9494949495,Aha0,8,9
3286,141200,104550,170406,12.14,51.5263157895,23.5050505051,Aha0,8,9
3303,163384,111882,170713,14.63,63.6447368421,,Gbap4,8,14
3283,163207,111357,170313,28.38,72.6973684211,,GbBf2,8,13
3287,163207,111357,170413,30.33,71.2105263158,,GbBf2,8,13
3297,163443,111759,170613,25.48,71.8684210526,,Gbbp4,8,14
3423,145500,103000,173909,18.1734693878,54.9325842697,27.9642857143,uAba2,8,9
3431,145977,102535,174109,16.7959183674,56.2247191011,27.0982142857,wADa2_3,8,9
4412,85750,161000,2005-41271,8.36734693878,25.6161616162,16.6371681416,(a)-Ldc2_3,1,3
4179,86850,159061,1999-3/10013,10.3149606299,57.5526315789,23,(u)-Ldc2_3,1,3
4332,86766,159134,2003090712,12.1224489796,62.4848484848,23.8053097345,(u)-Ldc2_3,1,3
4333,86638,159084,2003090713,,51.7777777778,25.5752212389,(u)-Ldc2_3,1,3
4335,86579,159273,2003090715,11.4387755102,51.8787878788,23.8053097345,(u)-Ldc2_3,1,3
4371,73346,136657,2004-39035,15.7551020408,57.1313131313,18.7610619469,(x)Ldc1,1,3
4374,72990,137003,2004-39993,10.3163265306,41.2727272727,18.5840707965,(x)Ldc0,1,3
4242,89140,154400,2002-02/LA04369,14,60.1842105263,27.0404040404,(x)Ldc,1,3
4245,93200,155980,2002-02/LA05624,11,40.4473684211,20.9797979798,(x)Lda,1,3
4233,74085,136749,20013/12364,11.2598425197,56,26.0303030303,(x)Lda1,1,3
4361,75557,135666,2004-34189,11.6734693878,61.6767676768,23.7168141593,(x)Ldc1,1,3
4365,80425,142340,2004-34854,,61.1717171717,25.8407079646,Aba1,1,4
4366,79950,142440,2004-34855,16.5714285714,79.9595959596,21.0619469027,Aba1,1,4
4372,77164,142293,2004-39037,25.0408163265,50.6666666667,26.017699115,Aba1,1,4
4337,84709,157549,2003090717,14.3265306122,47.1313131313,23.8938053097,Ada,1,4
4336,85271,158085,2003090716,13.8163265306,51.3737373737,23.5398230089,Aca,1,4
3765,74980,155724,184A,,35.2789205676,27.57120041,Ada0,1,4
4284,90218,160783,2003-03/LA04616,21,,33.101010101,Aca1,1,4
4360,73240,151100,2004,17.7959183674,33.898989899,32.389380531,Ada0,1,4
4290,74777,149565,2003-03/LA07470,15,,17.9494949495,Ada1,1,4
4288,74393,150349,2003-03/LA07463,17,,19.9696969697,Adb,1,4
4289,74861,150113,2003-03/LA07464,,,17.9494949495,Ada1,1,4
4241,92965,155030,2002-02/LA02122,,19.3947368421,24.0101010101,Eepy,1,1
4396,91547,160065,200437651,14.2244897959,42.4848484848,23.0088495575,Lba,1,3
4203,84947,159390,2000-3/56574,7.63779527559,25.9736842105,14.7520661157,Lba,1,3
4375,84790,159450,2004-40752,,27.8383838384,16.7256637168,Lba,1,3
4370,91680,159940,2004-37649,11.9897959184,50.8686868687,22.7433628319,Lca,1,3
4239,85877,159824,2002-02/LA01036,,50.9736842105,12.898989899,Lba,1,3
4258,86220,159590,2002-02/LA06462,,35.1842105263,14.9191919192,Lba,1,3
4309,86058,159633,200303/LA08000,11,,11.8888888889,Lba,1,3
4407,86165,159520,2005-080903,,48.8484848485,17.610619469,Lba,1,3
4286,86750,159960,2003-03/LA04958,9,,14.9191919192,Lca,1,3
4212,85119,158473,20003/56573,7.95275590551,31.2368421053,13.9256198347,Lca,1,3
4300,84523,155645,200303/LA04254,15,,28.0505050505,Ldc0,1,3
4280,88250,159670,2003-03/LA00415,11,,25.0202020202,Lbp,1,3
4221,91000,157565,2001-3/13218,9.68503937008,45,23,Ldc0,1,3
4426,87039,159226,2005023468,17.693877551,101.575757576,59.4690265487,Ldp,1,3
4357,80981,153676,200324590,11.4489795918,50.3636363636,19.9115044248,Lda0,1,3
4358,80664,153636,200324591,10.3163265306,46.9292929293,18.407079646,Ldp,1,3
4364,87722,156970,2004-34668,4.28571428571,50.6666666667,23.6283185841,Lhcz,1,3
4180,91930,158060,1999-3/9932,,39.1315789474,19.9696969697,Lca0,1,3
4220,88903,156831,2001-3/13216,7.40157480315,39,19.9696969697,Ldcz,1,3
4219,87590,156585,2001-3/13215,9.2125984252,46,21.9898989899,Ldcz,1,3
3799,81309,148439,185A,14.0297996,39.9384,29.40209918,Lba,1,3
4398,77743,149209,200438268,23,131.878787879,27.8761061947,Ldp,1,3
4367,89350,154085,2004-34860,18,49.4545454546,26.4601769912,Ldc1,1,3
4283,83540,155350,2003-03/LA04249,14,,25.0202020202,Ldc1,1,3
4423,80830,155792,2005020250,14.2244897959,49.5555555556,20,Lda,1,3
4296,85440,158650,2003-090719,15.8571428571,59.3535353535,27.5221238938,Ldp,1,3
4339,85449,158617,2003090719,,59.3535353535,27.5221238938,Ldp,1,3
4287,87676,157051,2003-03/LA04959,,,17.9494949495,Ldcy,1,3
4410,91445,159870,2005-094288,10.3265306122,29.5555555556,14.7787610619,Lcc/o,1,3
4299,84301,155026,200303/LA04253,15,,27.0404040404,Ldc1,1,3
4363,75171,135337,2004-34559,10.5612244898,56.4242424242,20.6194690265,Ldp(c),1,3
4488,83874,156458.5,2005072271,13.3979591837,40.3636363636,23.3628318584,Lda,1,3
4247,81200,153280,2002-02/LA05631,9,45.7105263158,26.0303030303,Lhc,1,3
4266,81189,153251,200202/LA05631,9,45.7105263158,26.0303030303,Lhc,1,3
4351,86092,154429,2003101404,15.3469387755,77.4343434343,20.6194690265,Lhc,1,3
4260,90667,157510,200202/LA02121,8,39.1315789474,15.9292929293,Ldc1,1,3
4359,90559,157432,200326236,,44.6060606061,22.9203539823,Ldc1,1,3
4218,86362,159209,2001-3/12368,12.2047244095,48,26.0303030303,Ldc,1,3
4216,74013,136807,2001-3/12364,,56,26.0303030303,Lda0,1,3
4217,73875,137359,2001-3/12365,12.5984251969,56,26.0303030303,Lda0,1,3
4199,86975,155430,2000-3/10977,10.9448818898,40.4473684211,15.5785123967,Ldc1,1,3
4501,89652,155959,2005073264,11.112244898,48.6464646465,23.3628318584,Ldc1,1,3
4399,77306,148460,200438269,11.612244898,61.3737373737,20.9734513274,Lda0,1,3
4178,86840,159300,1999-3/10012,10.3937007874,58.8684210526,24.0101010101,Ldc,1,3
4240,86872,158896,2002-02/LA01041,8,33.8684210526,10.8787878788,Ldc,1,3
4385,87700,156900,200434668,4.28571428571,50.6666666667,23.6283185841,Lhp0,1,3
4408,85030,153495,2005-080904,12.5714285714,40.3636363636,23.4513274336,Ldc1,1,3
4369,84828,147299,2004-35419,13.5918367347,59.5555555556,20,Ldc,1,3
4341,86539,160803,2003093660,14.0204081633,35.0101010101,23.4513274336,Ldc,1,3
4198,93120,155000,2000-3/10972,12.3622047244,49.6578947368,18.0578512397,Ldc0,1,3
4246,93000,155080,2002-02/LA05625,15,69.3947368421,25.0202020202,Ldp(c),1,3
4257,86150,158671,2002-02/LA06461,,39.1315789474,16.9393939394,Ldc,1,3
4334,86779,159340,2003090714,,39.0505050505,22.4778761062,Ldc,1,3
4406,84180,159630,2005-080900,,32.9898989899,17.1681415929,Pbp,1,3
4197,80880,157200,2000-3/10968,8.11023622047,36.5,15.5785123967,Pcp,1,3
4248,80992,157390,2002-02/LA05635,6,39.1315789474,15.9292929293,Pcp,1,3
4202,85000,160310,2000-3/56571,8.03149606299,36.5,18.8842975207,Pca,1,3
4211,85227,160108,20003/56572,8.58267716535,29.9210526316,15.5785123967,Pca,1,3
4308,81137,157314,200303/LA07744,8.1,,16.9393939394,Pba,1,3
4403,81000,157200,200439612,7.97959183673,41.2727272727,17.610619469,Pba,1,3
4422,80477,156703,2005020249,9.26530612245,72.3838383838,18.4955752212,Pba,1,3
4424,81301,157339,2005020252,10.1836734694,116.727272727,19.5575221239,Pba,1,3
4425,80303.085,156208,200502048,8.38775510204,82.9898989899,17.6991150442,Pba,1,3
4297,83754,159522,2003-25886,9.32653061224,28.4444444444,15.5752212389,Pba,1,3
4298,83752,159296,2003-25887,9.37755102041,31.1717171717,14.8672566372,Pba,1,3
4421,80030,156078,2005020247,9.05102040816,69.2525252525,18.6725663717,Sba,1,1
4223,78230,153895,2001-3/13493,,95,45.2222222222,Uep,1,1
4411,77785,154407,2005-094289,17.7959183674,57.8383838384,24.4247787611,Uep,1,1
4338,84021,157462,2003090718,,48.8484848485,26.4601769912,uAda2,1,4
4409,84285,153710,2005-080905,13.3367346939,49.4545454546,24.7787610619,uLdc2,1,3
4342,86358,155083,2003093661,15.5510204082,48.9494949495,23.3628318584,uLhc2,1,3
4227,86610,155110,2001-3/57428,13.7007874016,59,31.0808080808,uLhx2,1,3
4261,88957,154161,200202/LA04370,,47.0263157895,26.0303030303,wLdc2,1,3
4362,75456,135117,2004-34475,10.5918367347,50.2626262626,21.592920354,wLdc2,1,3
4328,111755,135014,2003083672,11.1632653061,36.7272727273,16.1946902655,Lbp1,3,7
4329,111669,135230,2003083673,11.4183673469,26.7272727273,10.5309734513,Lba(b)0,3,7
4344,111923,135480,2003093664,11.9285714286,35.1111111111,16.9911504425,Lba(b)0,3,7
4213,116759,134585,20003094235,18.306122449,32.1818181818,24.9557522124,Lca0,3,7
4354,118283,134366,2003104102,12.1020408163,61.9797979798,16.3716814159,Lba0,3,7
4343,112271,135576,2003093663,13.7142857143,40.3636363636,19.8230088496,Lca0,3,7
4394,117600,133800,200436212,7.5,52.2828282828,13.0088495575,Sca,3,6
4348,118302,135048,2003101400,11.3979591837,48.0404040404,14.6902654867,Sbp,3,6
4349,118504,135167,2003101401,10.8367346939,48.5454545454,14.6017699115,Sba,3,6
4345,118387,134392,2003094232,11.5306122449,36.8282828283,15.3982300885,Sca,3,6
4347,118559,133855,2003094234,5.40816326531,15.0101010101,6.79646017699,Six,3,6
4174,112977,127297,1997-3/53677,16.062992126,62.8157894737,18,Ugp,3,5
4346,118826,119102,2003094233,20.8571428571,48.6464646465,27.610619469,Aba1,4,4
4331,119979,121661,2003083675,,43.4949494949,21.2389380531,Aba1,4,4
4330,117759,119255,2003083674,,37.4343434343,14.0707964602,Ada1,4,4
4200,111504,130485,2000-3/55182,12.9133858268,61.5,32.1074380165,Gbbn4,4,8
4229,114404,130122,2001-3/57477,18.4251968504,60,19.9696969697,nEbx3,4,8
3773,148468,80874,185110,22.7952755905,83.6842105263,23.3,(x)Aba,10,24
3761,150150,80900,184810,16.5118110236,60.2631578947,23.14,Aba1,10,24
3755,149800,80700,184610,19.7795275591,62.9868421053,25.99,Abp,10,24
3768,148647,80751,185010,26.6929133858,75.5263157895,23.45,fGbb2,10,23
4173,145900,136100,1996LA 96.4150,20.9821428571,,25.8407079646,(x)-Lba,2,3
4281,107578,159572,2003-03/LA01677,,,33.101010101,(x)Aca,2,4
3885,158579,133584,1888/25665,9.46987951807,65,,Aba(b)1,2,4
3870,159087,132103,1884/25661,15.4939759036,73,,Aba(b)0,2,4
3874,159091,132120,1885/25662,8.26506024096,67,,Aba(b)0,2,4
3986,108592,153131,191A,21.6729008,44.5978794324,,Aba1,2,4
4275,110800,158200,200202/LA06170,11,64.1315789474,35.1212121212,Aba1,2,4
4235,164600,130000,20013/13090,15,58.1414141414,10.793814433,Aba1,2,4
4391,158000,131800,200435554,16.7755102041,73.3939393939,24.3362831858,Aba1,2,4
4251,113469,158888,2002-02/LA05654,10,39.1315789474,19.9696969697,Aba0,2,4
4291,105712,159138,2003-03/LA07618,24,,24.0101010101,Aba1,2,4
4305,105700,159100,200303/LA07618,24,,24.0101010101,Aba1,2,4
4307,107850,143550,200303/LA07623,22,,20.9797979798,Aba1,2,4
4368,101056,144576,2004-35124,18.9183673469,72.8888888889,24.9557522124,Aba1,2,4
4285,99773,144405,2003-03/LA04955,,,21.9898989899,AbB,2,4
4304,99773,144401,200303/LA04955,18,,21.9898989899,AbB,2,4
4420,111070,140254,2005013565,17.4897959184,62.3838383838,17.6991150442,Abp(c),2,4
4414,119320,136410,2005-44529,10.9591836735,39.6565656566,17.9646017699,Abp(c),2,4
3952,125600,144900,1906,18,54.9210526316,28.0505050505,Aca1,2,4
3961,125764,149519,190A,12.1452004,39.3467205676,27.35579959,Acp0_1,2,4
4392,156700,133000,200435555,15.3469387755,71.2727272727,21.9469026549,Abp0,2,4
4226,107005,158808,2001-3/2007,,53,27.0404040404,Aca1,2,4
4224,108395,158480,2001-3/13565,16.062992126,51,26.0303030303,Aca1,2,4
4282,119066,136219,2003-03/LA02361,,,26.0303030303,Aca1,2,4
4215,107500,159450,2001-3/12009,,58,26.0303030303,Acp(c),2,4
4295,107414,143297,2003-03/LA07624,16,,18.9595959596,Ada1,2,4
4256,107724,159386,2002-02/LA06419,15,56.2368421053,21.9898989899,Aca1,2,4
4252,109286,157219,2002-02/LA06167,17,57.5526315789,32.0909090909,Aca1,2,4
4254,110019,157072,2002-02/LA06171,,62.8157894737,34.1111111111,Aca1,2,4
4272,109750,157800,200202/LA06166,14,45.7105263158,10.8787878788,Aca1,2,4
4274,109600,157600,200202/LA06169,10,62.8157894737,26.0303030303,Aca1,2,4
4292,109360,157423,2003-03/LA07619,16,,17.9494949495,Aca1,2,4
4293,108787,157916,2003-03/LA07620,21,,29.0606060606,Aca1,2,4
4306,108750,157900,200303/LA07620,,,29.0606060606,Aca1,2,4
4253,110330,158093,2002-02/LA06168,,50.9736842105,27.0404040404,Acp(c),2,4
4487,125237,149510,2005072270,16.3673469388,51.4747474747,29.6460176991,Ada1,2,4
4225,92000,143120,2001-3/2006,15.2755905512,54,26.0303030303,Ada0,2,4
4228,107145,158609,2001-3/57429,,50,24.0101010101,ADB,2,4
3878,158824,133861,1886/25663,7.06024096386,65,,Ada1,2,4
4486,125649,148949,2005072269,20.6530612245,69.9595959596,50.796460177,Ada1,2,4
4413,119026,136343,2005-43731,13.1020408163,40.5656565657,19.9115044248,ADp(c),2,4
4273,109300,157150,200202/LA06167,17,57.5526315789,32.0909090909,Ada1,2,4
4500,100172,141758,2005073263 - 2005090648,10.5714285714,46.3232323232,17.1681415929,Adp(c),2,4
4249,113009,156631,2002-02/LA05646,10,57.5526315789,23,EDx,2,5
4267,113008,156632,200202/LA05646,10,57.5526315789,23,EDx,2,5
4268,113000,156450,200202/LA05647,14,69.3947368421,27.0404040404,EDx,2,5
4270,113100,156300,200202/LA05649,8,68.0789473684,24.0101010101,EDx,2,5
4264,113800,158200,200202/LA05167,16,54.9210526316,28.0505050505,Lba,2,3
4262,114761,156933,200202/LA05158,10,45.7105263158,25.0202020202,Ldcz,2,3
4263,114967,156520,200202/LA05161,18,53.6052631579,31.0808080808,Ldcz,2,3
4265,114900,156500,200202/LA056161,18,53.6052631579,31.0808080808,Ldcz,2,3
4271,113300,159300,200202/LA05653,13,45.7105263158,24.0101010101,Lbp0_1,2,3
4244,113823,158777,2002-02/LA05165,14,52.2894736842,26.0303030303,Lcp(c),2,3
4255,107303,159731,2002-02/LA06417,15,56.2368421053,20.9797979798,Ldp0_1,2,3
4243,115390,156481,2002-02/LA05162,12,45.7105263158,31.0808080808,uLDc2_3,2,3
4250,114059,156673,2002-02/LA05648,14,69.3947368421,21.9898989899,uLDc2_3,2,3
4269,114000,156700,200202/LA05648,14,69.3947368421,21.9898989899,uLDc2_3,2,3
4153,160702,112195,198904,18.8163265306,56.2368421053,24.1339285714,Aba1,5,9
4322,146496,119431,2003081275,,76.8282828283,35.6637168142,AbB,5,9
3748,161600,111500,184105,20.7874015748,57.5526315789,32,Aba1,5,9
3750,161600,111500,184205,16.8503937008,66.7631578947,29,Aba1,5,9
4384,161200,126800,200434664,9.26530612245,107.636363636,27.7876106195,ADa1,5,9
4190,131700,114900,2.01E+19,14,62,19.7107438017,ADp,5,9
4383,136850,112700,200434480,18.5102040816,46.0202020202,26.2831858407,uAda2_3,5,9
3808,142972,104680,186402,24,181.373737374,24.0101010101,Ada0,8,9
4078,152557,101947,195510,11.1496062992,41.7105263158,11.9,GbBfp0_1_2,8,14
3853,152400,101200,187814,,92.3684210526,,GbBp4,8,14
3896,151665,100857,18902,23,55.1111111111,40.1717171717,GbBp4,8,14
3934,151665,100857,19002,31,55.1111111111,55.3232323232,GbBp4,8,14
3783,150092,103023,185403,13.0843373494,59.3820224719,28,GbBp0_1_2,8,14
3786,150092,103023,185503,15.4939759036,62.7528089888,29,GbBp0_1_2,8,14
4082,152835,101792,195610,13.5511811024,44.9473684211,16.51,GDBp0_1_2,8,14
4570,85744,160991,200541271,8.36734693878,25.6161616162,16.6371681416,(a)-Ldc2_3,1,3
4761,87200,158720,2008100141,6.5,25,12.2727272727,(u)-Ldc2_3,1,3
4843,86690,160395,2008121113,,46,29.6280991736,(u)-Ldb2_3,1,3
4857,73328,136993,2008121205,8.6,51,18.0578512397,(x)Ldc0,1,3
4502,88769,154668,2005073265,,47.7373737374,23.5398230089,(x)Ldc,1,3
4685,73352,141267,2007-70381/D,,60.7105263158,,Aba0,1,4
4607,72579,143955,2006-60759/B,13.59,51.8157894737,29.0277777778,Aba0,1,4
4684,76343,141980,2007-70381/C,12.9,62.5526315789,,Aba1,1,4
4923,76800,141400,200990887B,10.9,49.9210526316,15.6391752577,Aba1,1,4
4924,76800,141400,200990887C,11.9,53.2105263158,17.9072164948,Aba1,1,4
4632,85531,157877,200660216A,13.6,63.6052631579,23.8402777778,Ada,1,4
4812,86950,158180,2008113921,,41,17.2314049587,Ada,1,4
4647,89000,140500,200660682C,16.1,69.1315789474,23.9097222222,Aca1,1,4
